Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230
25.0,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629
24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335
24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555
32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478
42.7,111.0,33.8,50.7,41.3,21.0,2.52,4.2,516
27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337
30.4,63.8,12.2,22.1,31.3,15.5,1.7,5.0,389
27.5,56.7,7.0,15.8,18.5,0.8,1.09,18.1,406
23.8,52.1,49.8,61.3,32.5,6.3,1.72,5.7,336
27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219
24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430
28.5,57.3,18.4,34.9,32.7,13.9,2.54,5.0,486
35.3,65.3,25.6,36.8,19.2,6.0,1.57,5.5,576
21.8,43.0,13.5,17.0,12.5,2.5,0.99,13.0,623
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458
37.3,86.8,41.6,62.9,33.0,20.0,2.09,5.1,734
22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264
26.4,66.0,3.5,14.4,23.7,7.0,1.74,5.0,511
22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346
27.8,82.1,12.3,27.8,28.0,18.6,1.69,13.4,676
23.2,67.0,8.1,14.5,12.4,3.8,0.89,10.5,222
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379
29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291
26.3,45.3,5.8,14.0,18.3,2.8,0.96,12.2,411
27.6,44.8,1.8,5.7,18.1,3.1,0.98,10.0,513
25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206
27.4,81.5,18.9,30.4,22.6,12.8,1.55,5.1,341
32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331
21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253
38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607
30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641
29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368
21.1,60.1,1.8,11.2,22.0,2.3,1.04,15.1,478
40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376
27.9,89.6,11.5,8.6,21.7,15.8,1.27,5.2,618
17.5,51.6,7.5,22.3,18.4,16.8,1.56,10.7,284
33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264
27.3,78.6,13.8,18.7,14.4,5.4,1.03,14.5,270
27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311
28.7,96.3,8.5,13.6,27.1,13.1,1.35,5.2,409
29.8,75.7,4.7,13.0,21.9,10.1,1.48,5.5,351
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438
24.0,65.5,3.6,9.1,25.2,6.7,0.97,14.1,387
32.9,66.0,7.6,11.9,22.8,11.4,1.67,6.9,686
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440
28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419
29.1,52.3,15.2,32.4,25.4,8.8,1.47,6.4,663
27.6,61.5,0.0,4.5,25.1,4.3,1.07,11.0,536
26.9,81.9,28.0,40.2,23.5,8.7,1.41,5.9,379
25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582
32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482
30.1,95.4,2.8,10.3,21.4,13.3,1.32,5.1,333
29.5,53.5,12.2,22.2,26.8,10.0,1.49,8.0,438
35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638
21.9,49.8,11.2,16.3,24.9,8.5,1.12,12.6,507
41.2,92.2,36.1,49.5,42.2,17.1,2.39,2.7,815
24.3,79.5,9.8,12.6,26.5,5.7,1.01,12.5,280
29.7,55.6,28.0,45.2,24.5,7.9,1.25,5.9,471
33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519
29.1,58.0,8.9,13.8,14.6,5.1,0.97,11.3,582
25.1,67.2,16.3,21.1,19.9,7.6,0.83,10.0,471
40.0,68.1,31.6,45.7,38.1,14.4,2.17,4.0,596
31.2,62.3,0.9,8.7,20.4,15.0,1.49,8.6,599
31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207
29.6,56.4,17.2,35.2,20.7,4.5,1.7,6.3,649
27.9,76.5,4.0,10.1,11.6,4.2,1.12,11.2,267
44.3,88.4,2.6,13.3,35.0,16.2,2.31,4.8,757
37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600
22.2,59.8,6.1,10.2,27.0,8.2,0.9,13.3,408
25.8,51.5,20.0,30.5,16.5,7.4,0.9,10.6,520
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679
29.3,64.2,18.7,27.4,32.1,10.8,1.52,6.6,392
30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386
22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,458
23.8,70.3,0.8,12.7,17.8,11.1,1.42,5.5,606
20.2,52.4,11.0,14.6,12.2,4.4,0.95,18.7,418
33.2,109.9,2.8,14.8,26.7,15.2,1.88,9.0,511
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439
26.3,49.6,6.0,8.9,24.2,9.8,1.06,10.6,199
22.0,58.4,17.9,21.6,12.3,6.1,1.0,14.1,600
33.9,80.4,2.9,13.9,22.3,12.7,1.49,6.2,481
22.7,79.5,1.0,8.1,12.2,6.5,1.03,12.4,439
29.1,52.6,14.0,18.7,17.6,7.7,1.04,10.4,456
32.2,79.4,4.0,11.0,32.9,10.9,1.25,9.5,651
29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582
35.8,80.0,37.1,44.5,38.0,14.8,2.03,3.5,538
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501
40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481
28.0,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380
29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337
28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344
32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345
34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421
27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299
25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293
34.0,63.3,15.3,16.3,19.1,10.4,1.54,12.7,387
21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372
22.7,44.0,13.0,16.1,16.1,3.4,0.95,12.9,330
27.0,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488
38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648
23.3,77.5,10.3,17.6,20.0,6.1,1.21,10.7,530
25.8,46.9,7.8,14.2,17.0,10.1,1.01,10.6,360
21.6,50.7,1.5,4.0,11.7,2.3,0.94,12.0,452
28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347
23.9,66.7,14.3,16.9,21.8,7.8,1.07,10.4,413
42.2,86.6,23.0,34.8,34.9,6.2,1.96,3.8,635
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424
25.9,62.8,2.0,8.4,12.1,6.5,1.17,10.4,487
22.8,66.4,9.3,12.7,13.9,4.0,0.87,10.7,579
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523
42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,619
39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681
34.6,70.8,13.3,20.8,28.5,19.4,1.63,4.7,365
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516
25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313
30.8,60.3,1.1,3.6,21.2,5.1,0.96,11.4,470
23.6,72.3,0.8,13.8,26.4,11.0,1.68,6.2,543
27.4,79.4,6.0,11.9,35.5,17.6,2.47,3.5,831
41.0,60.0,46.3,58.9,38.9,19.7,1.45,7.2,418
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455
27.6,55.9,9.8,17.8,33.7,8.8,1.6,5.2,352
13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322
39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689
31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395
26.8,63.4,13.8,21.4,18.8,2.8,1.0,10.3,303
19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564
29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358
28.6,83.7,2.5,9.1,24.5,17.5,1.38,6.3,466
22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345
37.5,49.5,9.5,14.9,21.7,7.3,1.64,5.4,654
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511
29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342
24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589
21.9,71.6,6.1,11.4,15.5,5.4,0.95,11.6,585
21.9,71.4,15.0,19.3,18.2,1.6,1.0,18.8,505
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245
35.6,71.9,10.3,27.3,22.6,10.4,1.66,4.4,555
22.7,69.5,15.6,15.6,27.8,7.3,1.84,7.2,483
36.5,68.3,4.4,19.3,32.0,14.8,2.18,8.2,771
26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299
25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506
33.8,68.0,41.8,47.8,34.5,9.3,1.37,5.9,652
22.8,55.8,0.4,6.4,26.4,3.7,0.97,17.0,226
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585
29.9,56.3,13.9,16.1,13.0,3.3,0.99,10.2,519
43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429
33.4,59.9,33.0,41.0,25.4,10.8,1.64,7.0,406
25.1,70.9,16.8,33.0,37.1,9.1,1.05,6.3,569
36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514
25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238
43.4,78.1,37.0,52.3,44.6,16.0,2.03,2.5,799
34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335
30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4.0,434
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565
18.0,52.5,5.3,11.4,16.8,3.4,0.9,12.2,550
34.7,88.9,8.9,16.1,33.3,8.5,1.19,6.0,447
34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,362
19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648
28.0,45.2,7.3,9.7,24.1,2.2,1.13,12.7,286
24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329
25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317
25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462
32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5.0,551
31.0,89.4,10.8,17.3,31.3,3.3,2.01,5.9,435
33.6,57.0,3.4,8.2,17.6,3.5,1.12,13.1,297
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542
22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558
39.4,109.1,34.9,56.8,36.1,3.1,2.02,5.7,454
30.3,65.0,28.3,39.7,31.4,15.0,1.65,6.6,384
23.6,50.5,19.6,25.4,21.6,5.0,0.96,10.5,294
26.5,68.0,20.7,28.1,14.2,2.4,0.9,13.3,248
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590
33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358
22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324
33.8,71.4,35.9,59.1,36.1,15.0,1.74,3.6,619
26.0,74.8,12.8,16.3,12.3,8.5,1.02,10.9,345
30.8,66.2,25.8,28.9,18.1,6.8,1.0,5.2,603
34.2,99.4,8.9,32.0,32.3,7.9,1.71,3.3,601
21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486
29.2,53.9,8.3,22.5,30.5,13.8,1.63,7.0,352
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677
24.1,59.3,14.4,33.1,31.0,16.7,2.0,5.3,622
30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670
33.0,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493
25.7,72.9,2.1,1.0,23.5,3.3,1.04,11.0,415
27.0,45.2,3.2,6.5,24.1,2.7,0.95,11.7,274
23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544
26.8,44.5,5.1,8.1,23.4,4.4,1.12,11.0,401
36.0,75.2,4.7,10.5,33.5,0.4,1.72,6.5,336
26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506
30.4,91.7,8.3,19.2,36.2,18.8,2.25,3.4,417
32.0,80.6,9.7,19.5,31.0,3.9,1.52,6.0,567
26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293
26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688
24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494
27.0,48.8,26.6,30.2,13.4,5.6,1.09,11.7,337
31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558
34.4,54.0,15.7,28.5,28.9,17.2,1.58,8.0,487
15.3,48.0,16.6,20.7,26.5,3.9,0.94,12.5,263
21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569
41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647
27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577
28.7,73.6,16.2,20.1,27.1,3.4,0.88,10.2,581
30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388
27.5,76.2,16.6,24.3,32.4,17.8,1.97,5.2,577
45.3,85.9,23.3,50.1,33.3,19.9,2.45,7.9,715
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241
29.7,61.6,1.5,10.0,21.0,5.4,1.17,13.4,541
26.5,78.8,0.1,14.2,38.2,3.5,1.14,7.9,589
21.8,59.9,21.0,22.6,23.5,5.2,0.94,10.0,318
36.2,62.4,34.7,53.1,22.8,7.8,1.27,6.7,407
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393
31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265
22.2,98.7,13.2,35.8,24.0,12.6,1.54,3.8,471
30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386
29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326
23.2,73.4,5.1,9.8,20.5,5.0,0.96,13.6,556
31.7,88.3,13.1,26.0,33.2,18.5,2.09,4.5,722
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534
27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506
26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816
36.1,82.0,6.8,15.7,31.5,12.7,2.43,3.7,767
22.8,60.1,11.1,14.9,14.8,3.2,1.11,10.8,525
31.3,89.6,1.7,17.0,25.1,17.2,2.18,4.2,832
32.1,80.5,0.6,13.3,25.9,20.0,1.59,9.0,403
18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218
23.1,74.7,26.7,33.8,24.4,12.6,1.63,5.2,619
32.2,69.4,1.5,14.1,24.3,12.5,1.89,5.7,481
33.4,76.3,3.2,7.9,23.7,3.8,1.89,8.2,388
36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574
33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339
34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326
34.4,75.4,13.2,18.3,34.4,8.4,1.42,6.0,613
41.4,79.4,28.4,40.4,28.0,17.8,1.15,6.4,538
31.6,74.8,28.5,45.8,25.4,16.3,2.29,4.7,782
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376
22.1,47.8,9.3,14.9,24.4,7.0,1.06,10.5,578
23.6,66.3,10.2,20.6,18.0,8.4,1.64,5.5,581
22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573
31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212
27.1,63.0,1.7,5.2,25.0,4.9,1.02,11.4,583
26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246
29.9,63.3,3.8,16.0,24.2,7.9,1.42,8.9,710
29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722
29.3,74.3,8.5,19.9,26.7,11.1,1.67,7.4,599
19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,381
29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363
25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547
33.3,82.6,1.2,5.6,30.1,5.9,1.32,5.9,310
23.7,57.8,31.7,35.0,11.7,2.3,1.07,13.2,453
35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,619
39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484
24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248
21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451
36.0,70.0,2.1,14.1,37.2,21.4,2.18,5.4,495
25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370
28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550
18.5,64.8,8.8,11.5,14.1,5.1,0.89,10.1,428
32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463
35.4,100.2,20.5,33.2,34.4,11.7,1.85,5.1,440
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593
33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593
26.5,83.7,3.2,11.7,31.5,12.4,1.69,5.5,614
24.5,65.2,25.0,28.4,22.0,3.8,0.96,11.7,217
23.0,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340
32.3,64.2,13.8,31.8,24.2,17.8,1.51,9.0,478
25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430
40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759
36.5,78.5,4.7,11.3,30.3,13.9,1.33,6.5,412
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213
26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567
34.2,85.7,2.8,11.8,38.3,9.0,1.36,9.2,590
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189
26.7,48.8,19.7,23.8,31.8,5.3,1.27,5.3,538
28.1,82.0,14.5,19.5,27.0,9.3,1.47,8.2,697
30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608
21.3,62.8,9.4,17.8,24.6,4.8,0.89,13.2,214
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422
22.2,69.7,19.1,21.7,25.0,9.2,1.15,12.5,595
23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325
24.0,86.1,44.5,52.2,29.5,15.4,1.49,5.5,689
21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463
26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245
34.1,79.9,42.9,48.9,41.9,20.4,2.03,4.8,515
34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435
27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407
29.0,42.8,2.0,2.3,20.5,5.9,1.03,10.1,428
36.6,109.9,0.4,16.4,39.9,13.0,1.57,5.9,690
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493
28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298
39.8,66.5,18.2,26.8,42.9,17.1,1.31,5.0,556
30.5,70.7,23.4,30.5,32.8,10.8,1.49,7.5,466
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198
26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641
29.5,85.9,13.6,33.2,18.7,14.4,1.78,6.6,397
40.0,90.4,5.4,24.6,36.4,15.3,1.85,4.8,561
28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416
18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337
22.7,80.1,0.2,14.0,20.6,11.9,1.51,5.0,376
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574
26.7,77.9,24.2,26.6,21.2,4.9,1.13,10.8,352
25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454
24.1,72.6,27.7,36.5,35.3,6.5,1.95,8.4,493
33.2,67.6,28.0,36.5,30.3,19.0,1.99,3.8,571
27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560
32.5,80.7,27.8,41.2,41.6,12.9,1.74,4.2,623
32.5,67.4,1.1,9.2,31.0,16.5,1.56,3.4,512
29.2,72.1,25.5,32.3,13.3,5.7,1.08,10.9,358
27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454
28.4,80.8,11.4,20.3,36.0,9.7,1.19,5.8,530
28.7,66.8,7.3,15.0,17.2,15.1,1.28,5.6,593
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387
23.4,52.5,1.6,10.7,16.9,3.1,1.37,8.1,396
37.1,58.0,15.9,19.3,27.0,16.2,1.18,7.2,403
23.6,69.5,2.6,7.0,19.5,6.3,1.12,14.7,512
32.5,53.4,45.9,52.7,27.2,10.8,1.21,7.5,513
28.3,65.8,7.3,9.8,23.3,3.6,1.03,13.0,563
21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233
31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208
30.3,89.0,6.3,9.3,23.5,14.3,1.88,7.8,365
30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429
20.5,80.3,12.6,25.9,33.0,11.4,1.44,6.1,433
25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507
24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538
29.8,76.4,3.5,8.2,22.1,4.9,0.93,11.5,284
22.9,66.9,7.8,16.3,21.8,8.1,1.07,10.0,435
27.6,77.5,3.8,10.9,9.1,1.7,1.04,14.4,520
31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632
28.1,64.0,11.7,13.8,15.4,3.4,0.93,11.5,373
41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643
40.6,93.3,21.5,48.7,19.0,14.2,1.85,6.3,464
36.6,91.9,10.5,20.2,22.9,5.5,1.58,6.4,409
26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405
32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352
26.9,79.7,17.3,27.3,27.2,0.0,1.45,7.5,575
21.8,88.6,1.7,13.9,29.4,10.8,1.66,6.2,541
41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474
34.0,84.0,16.0,21.9,24.2,6.6,1.29,5.2,379
23.2,74.3,4.1,7.7,19.0,2.1,1.1,10.1,274
36.4,61.9,15.7,22.4,21.9,13.4,1.75,5.7,616
23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289
28.4,79.6,21.5,37.8,21.6,11.1,1.68,5.6,655
31.0,80.4,3.3,13.9,29.6,7.1,1.31,7.1,353
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564
40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790
21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428
23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562
28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568
41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359
24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299
21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208
32.2,81.3,3.9,15.4,46.5,20.9,2.03,3.1,705
26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421
23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205
31.5,67.6,33.4,46.2,22.8,0.7,2.07,5.4,446
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600
31.3,46.6,1.4,7.5,21.8,4.4,0.87,10.8,233
28.3,40.6,2.3,6.9,25.3,4.0,0.88,12.5,590
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707
36.4,58.0,18.3,23.6,30.5,13.7,1.49,5.1,363
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189
29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628
25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556
29.7,61.4,18.3,31.4,30.6,17.0,1.42,5.2,396
24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263
27.3,71.6,30.3,35.3,27.8,6.6,1.03,11.2,237
31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639
25.6,57.7,10.0,15.8,22.1,2.5,0.98,15.4,470
